Gender,State (Location), 10th percentage, 12th percentage,Difference,Degree of study,Specialization in study, College percentage,Age, English 1,English 2,English 3,English 4,Quantitative Ability 1,Quantitative Ability 2,Quantitative Ability 3,Quantitative Ability 4,Domain Skills 1,Domain Skills 2,Domain Test 3,Domain Test 4,Analytical Skills 1,Analytical Skills 2,Analytical Skills 3,Performance
A,S,82,71,2,X,G,71.26,13,54.71698113,74.52229299,68.48484848,68.09815951,26.2295082,48.50299401,53.0726257,53.75722543,37.5,56.83453237,66.89655172,53.28467153,61.81818182,75.94936709,56.32183908,MP
B,N,86.6,77.2,2,X,C,66.07,13,71.69811321,64.33121019,83.03030303,57.05521472,39.3442623,60.47904192,59.77653631,54.9132948,57.14285714,76.97841727,60,76.64233577,63.63636364,70.88607595,60.91954023,MP
B,Q,80.2,66.6,2,X,G,68.2,13,58.49056604,69.42675159,78.18181818,49.69325153,29.50819672,54.49101796,50.83798883,52.60115607,50,56.83453237,65.51724138,79.5620438,52.72727273,81.01265823,40.22988506,LP
A,Q,80.8,70.8,2,X,G,77.59,13,60.37735849,74.52229299,74.54545455,73.00613497,63.93442623,78.44311377,65.36312849,56.06936416,67.85714286,78.41726619,64.13793103,89.7810219,81.81818182,81.01265823,83.90804598,BP
B,S,84.8,74.8,2,X,G,79.7,13,56.60377358,65.60509554,62.42424242,76.68711656,49.18032787,56.88622754,62.01117318,68.78612717,76.78571429,78.41726619,80.68965517,86.86131387,81.81818182,70.88607595,86.20689655,BP
B,Q,76.66,68.6,2,X,G,78.1,12,43.39622642,55.41401274,53.93939394,68.09815951,44.26229508,62.8742515,54.18994413,65.31791908,46.42857143,62.58992806,64.13793103,64.96350365,83.63636364,83.5443038,81.6091954,BP
A,S,65.83,68.4,2,X,B,73,12,58.49056604,69.42675159,73.33333333,64.41717791,59.01639344,76.04790419,74.30167598,50.28901734,44.64285714,72.6618705,65.51724138,54.74452555,72.72727273,68.35443038,74.71264368,BP
A,T,82,72.4,2,X,L,71.33,13,67.9245283,70.70063694,78.18181818,80.36809816,37.70491803,52.09580838,55.30726257,65.31791908,37.5,69.78417266,51.72413793,51.82481752,63.63636364,58.2278481,67.81609195,BP
B,Q,82.9,62.8,2,X,B,72.16,12,43.20754717,61.78343949,83.03030303,63.19018405,40.98360656,49.7005988,72.06703911,52.60115607,32.14285714,51.07913669,51.72413793,67.88321168,69.09090909,78.48101266,65.51724138,BP
A,Q,81.29,75.11,2,X,L,74.11,12,60.37735849,83.43949045,63.63636364,74.23312883,50.81967213,60.47904192,68.7150838,53.75722543,39.28571429,45.32374101,57.24137931,63.50364964,70.90909091,58.2278481,77.01149425,BP
A,Q,79.8,75.83,2,X,G,74.72,13,71.69811321,88.53503185,79.39393939,60.73619632,47.54098361,53.29341317,64.24581006,61.84971098,78.57142857,95.68345324,84.82758621,73.72262774,80,93.67088608,72.4137931,BP
A,Q,71.2,68,2,X,B,70.1,12,20.56603774,57.96178344,61.21212121,48.46625767,32.62295082,62.8742515,51.95530726,60.69364162,30.35714286,53.95683453,54.48275862,50.3649635,47.27272727,88.60759494,35.63218391,MP
A,Q,86.4,65.3,2,X,B,69.6,13,43.39622642,63.05732484,58.78787879,68.09815951,55.73770492,76.04790419,70.94972067,64.16184971,50,79.85611511,68.27586207,51.82481752,65.45454545,78.48101266,58.62068966,LP
A,Q,78.6,61,2,X,B,65.8,13,13.20754717,55.41401274,57.57575758,43.55828221,36.06557377,50.89820359,62.01117318,53.75722543,32.14285714,51.07913669,51.72413793,63.50364964,69.09090909,53.16455696,77.01149425,MP
A,Q,78.6,61.1,2,X,B,68.7,12,73.58490566,64.33121019,85.45454545,59.50920245,45.90163934,61.67664671,47.48603352,60.69364162,37.5,65.4676259,66.89655172,43.06569343,78.18181818,81.01265823,77.01149425,LP
B,N,84.93,77.17,2,X,J,61.91,12,60.37735849,63.05732484,69.6969697,75.4601227,21.31147541,52.09580838,48.60335196,45.66473988,50,75.53956835,65.51724138,57.66423358,54.54545455,55.69620253,56.32183908,MP
A,Q,82.3,80.8,2,X,L,72.24,12,33.96226415,60.50955414,62.42424242,58.28220859,26.2295082,54.49101796,48.60335196,54.9132948,21.42857143,51.07913669,29.65517241,50.3649635,45.45454545,73.41772152,31.03448276,BP
A,Q,69.6,64.22,2,X,B,70.72,13,45.28301887,68.15286624,50.3030303,68.09815951,32.78688525,49.7005988,51.95530726,65.31791908,26.78571429,48.20143885,54.48275862,54.74452555,61.81818182,75.94936709,56.32183908,BP
B,J,86,72.2,2,X,J,71.49,13,43.39622642,56.68789809,66.06060606,68.09815951,49.18032787,60.47904192,67.59776536,50.28901734,46.42857143,56.83453237,55.86206897,86.86131387,80,78.48101266,79.31034483,BP
A,Q,75,67.7,2,X,B,74.9,12,30.18867925,69.42675159,45.45454545,61.96319018,57.37704918,65.26946108,70.94972067,59.53757225,19.64285714,45.32374101,31.03448276,63.50364964,50.72727273,63.29113924,47.12643678,NaN
A,S,74.2,69.6,2,X,B,73.2,13,37.73584906,57.96178344,60,59.50920245,65.57377049,58.08383234,74.30167598,76.87861272,48.21428571,61.15107914,53.10344828,89.7810219,81.81818182,68.35443038,88.50574713,BP
A,Q,80.33,72.2,2,X,G,76.32,13,54.71698113,73.24840764,69.6969697,68.09815951,37.70491803,54.49101796,59.77653631,60.69364162,46.42857143,68.34532374,58.62068966,63.50364964,89.09090909,88.60759494,88.50574713,BP
B,S,77.8,74.4,2,X,B,67.9,12,66.03773585,89.8089172,60,61.96319018,49.18032787,52.09580838,68.7150838,64.16184971,44.64285714,64.02877698,57.24137931,64.96350365,36.36363636,70.88607595,19.54022989,MP
A,Q,77.5,72.4,2,X,B,72.4,13,41.50943396,60.50955414,55.15151515,69.32515337,59.01639344,77.24550898,67.59776536,56.06936416,64.28571429,76.97841727,72.4137931,75.18248175,63.63636364,68.35443038,63.2183908,BP
A,N,80.53,75.83,2,X,C,66.31,12,71.69811321,89.8089172,78.18181818,68.09815951,52.45901639,66.46706587,64.24581006,60.69364162,69.64285714,82.73381295,58.62068966,94.16058394,49.09090909,60.75949367,44.82758621,BP
B,Q,81,75.6,2,X,B,74.71,13,54.71698113,71.97452229,69.6969697,84.04907975,55.73770492,70.05988024,64.24581006,67.6300578,35.71428571,53.95683453,43.44827586,75.18248175,67.27272727,75.94936709,63.2183908,BP
B,N,85.2,75.5,2,X,G,62.92,13,71.69811321,59.23566879,84.24242424,52.14723926,39.3442623,55.68862275,65.36312849,57.22543353,57.14285714,59.71223022,72.4137931,79.5620438,83.63636364,78.48101266,83.90804598,BP
B,N,77.2,81.67,2,X,G,62.41,13,50.94339623,73.24840764,63.63636364,71.7791411,32.78688525,56.88622754,54.18994413,46.82080925,53.57142857,84.17266187,71.03448276,57.66423358,63.63636364,78.48101266,56.32183908,BP
B,Q,84,68,2,X,G,73.72,12,50.94339623,74.52229299,56.36363636,69.32515337,65.57377049,70.05988024,66.48044693,80.34682081,83.92857143,92.8057554,83.44827586,78.10218978,74.54545455,81.01265823,72.4137931,BP
A,S,74.17,74.4,2,X,B,78.14,13,64.1509434,61.78343949,73.33333333,79.14110429,63.93442623,72.45508982,57.54189944,79.19075145,51.78571429,87.05035971,55.86206897,67.88321168,76.36363636,86.07594937,72.4137931,BP
A,B,80.6,73.3,2,X,J,72.3,14,52.83018868,64.33121019,60,75.4601227,22.95081967,58.08383234,43.01675978,59.53757225,37.5,61.15107914,44.82758621,66.42335766,38.18181818,45.56962025,35.63218391,LP
B,N,80.26,72.5,2,X,B,57.68,12,62.26415094,70.70063694,68.48484848,81.59509202,44.09836066,67.66467066,65.36312849,56.06936416,39.28571429,71.22302158,48.96551724,50.3649635,87.27272727,88.60759494,83.90804598,MP
A,J,84.8,78.8,2,X,B,71.45,13,47.16981132,69.42675159,52.72727273,69.32515337,60.6557377,66.46706587,74.30167598,65.31791908,33.92857143,52.51798561,54.48275862,63.50364964,80,73.41772152,81.6091954,BP
B,S,85,75,2,X,G,77,12,54.71698113,64.33121019,67.27272727,74.23312883,31.14754098,66.46706587,44.13407821,52.60115607,57.14285714,62.58992806,71.03448276,73.72262774,76.36363636,78.48101266,77.01149425,BP
A,Q,87.4,71,2,X,B,72.77,13,47.16981132,68.15286624,57.57575758,82.82208589,42.45901639,70.05988024,58.65921788,64.16184971,23.21428571,45.32374101,54.48275862,48.90510949,65.45454545,58.2278481,70.11494253,BP
A,N,83.33,70,2,X,B,62.96,12,33.96226415,70.70063694,51.51515152,66.87116564,47.54098361,58.08383234,65.36312849,69.94219653,30.35714286,58.27338129,40.68965517,60.58394161,60,70.88607595,56.32183908,BP
A,T,75.4,63.2,2,X,B,68.09,14,37.73584906,55.41401274,72.12121212,54.60122699,42.62295082,60.47904192,65.36312849,59.53757225,21.42857143,41.00719424,50.34482759,53.28467153,69.09090909,68.35443038,74.71264368,MP
B,Q,77,71,2,X,B,72,13,39.62264151,70.70063694,58.78787879,64.41717791,31.14754098,58.08383234,68.7150838,50.28901734,39.28571429,64.02877698,50.34482759,67.88321168,76.36363636,83.5443038,72.4137931,BP
B,B,70,63,2,X,B,73.93,12,43.39622642,50.31847134,62.42424242,66.87116564,63.93442623,84.43113772,73.18435754,56.06936416,50,71.22302158,50.34482759,76.64233577,90.90909091,81.01265823,93.10344828,MP
A,N,84.4,82.67,2,X,B,60.6,12,58.49056604,70.70063694,66.06060606,75.4601227,49.01639344,67.66467066,65.36312849,64.16184971,37.5,66.90647482,42.06896552,73.72262774,74.54545455,53.16455696,90.8045977,LP
A,N,75.76,88.3,2,X,B,57.3,13,39.62264151,66.87898089,66.06060606,48.46625767,47.37704918,67.66467066,64.24581006,64.16184971,32.14285714,64.02877698,54.48275862,59.12408759,70.90909091,45.56962025,79.31034483,MP
A,M,80.5,89.4,2,X,B,92.4,14,60.37735849,80.89171975,58.78787879,84.04907975,68.85245902,82.03592814,79.88826816,64.16184971,75,81.29496403,77.93103448,82.48175182,70.90909091,91.13924051,58.62068966,BP
A,M,81.8,67.2,2,W,F,78.2,15,49.05660377,63.05732484,62.42424242,70.55214724,54.09836066,72.45508982,64.24581006,58.38150289,62.5,68.34532374,72.4137931,82.48175182,60,78.48101266,51.72413793,BP
A,N,83.06,88,2,X,J,61.25,13,66.03773585,75.79617834,68.48484848,84.04907975,NaN,71.25748503,72.06703911,80.34682081,67.85714286,84.17266187,66.89655172,81.02189781,81.81818182,86.07594937,79.31034483,BP
A,N,85.06,83.17,2,X,L,66.52,13,56.60377358,70.70063694,64.84848485,74.23312883,62.29508197,79.64071856,67.59776536,63.00578035,53.57142857,69.78417266,72.4137931,59.12408759,83.63636364,81.01265823,86.20689655,MP
A,N,89.06,86.33,2,X,B,60.07,13,100,92.3566879,100,68.09815951,65.57377049,83.23353293,72.06703911,53.75722543,28.57142857,49.64028777,48.96551724,57.66423358,76.36363636,48.10126582,88.50574713,MP
B,N,82.67,75,2,X,J,61.13,12,45.28301887,75.79617834,81.81818182,60.73619632,27.86885246,58.08383234,46.36871508,60.69364162,35.71428571,52.51798561,60,63.50364964,50.90909091,78.48101266,40.22988506,BP
A,N,82,66.8,2,X,B,57.12,13,62.26415094,74.52229299,76.96969697,74.23312883,45.90163934,56.88622754,56.42458101,61.84971098,37.5,74.10071942,40.68965517,53.28467153,52.72727273,75.94936709,44.82758621,MP
A,B,77.4,68,2,X,G,70.03,12,35.8490566,68.15286624,53.93939394,59.50920245,24.59016393,43.71257485,49.72067039,52.60115607,30.35714286,51.07913669,55.86206897,51.82481752,54.54545455,50.63291139,60.91954023,LP
B,N,89,77,2,X,J,66.06,13,67.9245283,77.07006369,78.18181818,81.59509202,63.93442623,83.23353293,69.83240223,66.47398844,91.07142857,95.68345324,88.96551724,81.02189781,89.09090909,91.13924051,86.20689655,BP
B,N,85.06,73.33,2,X,J,62.91,14,71.69811321,70.70063694,83.03030303,79.14110429,42.62295082,65.26946108,60.89385475,64.16184971,53.57142857,84.17266187,55.86206897,66.42335766,83.63636364,83.5443038,86.20689655,BP
A,N,70.8,77.17,2,X,J,63.81,13,56.60377358,69.42675159,64.84848485,73.00613497,50.81967213,68.86227545,69.83240223,57.22543353,85.71428571,89.92805755,83.44827586,82.48175182,54.54545455,60.75949367,51.72413793,BP
B,B,70,74,2,X,G,73,12,22.64150943,56.68789809,57.57575758,61.96319018,47.54098361,67.66467066,54.18994413,63.00578035,50,69.78417266,64.13793103,63.50364964,58.18181818,65.82278481,54.02298851,MP
B,B,66,69.6,2,X,B,67.9,14,45.28301887,71.97452229,61.21212121,65.64417178,39.3442623,62.8742515,56.42458101,57.22543353,19.64285714,42.44604317,62.75862069,44.52554745,52.72727273,55.69620253,51.72413793,MP
B,B,62.6,65.6,3,X,B,60,13,41.50943396,69.42675159,62.42424242,63.19018405,36.06557377,64.07185629,51.95530726,54.9132948,26.78571429,48.20143885,46.20689655,57.66423358,60,75.94936709,51.72413793,MP
A,N,88,89,2,X,J,64,13,56.60377358,65.60509554,68.48484848,74.23312883,52.45901639,76.04790419,68.7150838,57.22543353,53.57142857,58.27338129,80.68965517,59.12408759,70.90909091,75.94936709,67.81609195,BP
B,M,86.2,80.4,2,X,L,92.7,14,54.71698113,75.79617834,66.06060606,68.09815951,18.03278689,49.7005988,43.01675978,66.47398844,26.78571429,58.27338129,36.55172414,51.82481752,70.90909091,60.75949367,77.01149425,BP
B,M,83.66,84,2,X,B,86.4,12,69.81132075,75.79617834,57.57575758,86.50306748,63.7704918,76.04790419,73.18435754,80.34682081,55.35714286,76.97841727,53.10344828,82.48175182,80,86.07594937,77.01149425,BP
A,N,90.8,82.33,2,X,B,61.75,13,83.01886792,91.08280255,87.87878788,84.04907975,75.40983607,86.82634731,73.18435754,82.65895954,48.21428571,59.71223022,71.03448276,67.88321168,90.90909091,83.5443038,95.40229885,BP
A,N,74.13,85.67,2,X,L,58.8,13,58.49056604,75.79617834,57.57575758,68.09815951,44.26229508,53.29341317,64.24581006,61.84971098,64.28571429,71.22302158,76.55172414,78.10218978,69.09090909,73.41772152,67.81609195,BP
A,N,83.8,84,2,X,B,62.2,13,52.83018868,64.33121019,67.27272727,69.32515337,47.54098361,65.26946108,65.36312849,63.00578035,48.21428571,68.34532374,68.27586207,59.12408759,90.90909091,81.01265823,95.40229885,BP
A,N,80.13,83,2,X,J,63,13,49.05660377,82.1656051,53.93939394,68.09815951,36.06557377,54.49101796,57.54189944,51.44508671,57.14285714,75.53956835,57.24137931,81.02189781,38,58.2278481,35.63218391,BP
B,M,80,71.2,2,X,D,87.9,14,33.96226415,54.14012739,62.42424242,55.82822086,39.3442623,58.08383234,53.0726257,66.47398844,46.42857143,52.51798561,64.13793103,79.5620438,70.90909091,58.2278481,81.6091954,MP
A,N,86,74.8,2,X,G,60.9,13,81.13207547,73.24840764,70.90909091,86.50306748,42.62295082,55.68862275,57.54189944,68.78612717,83.92857143,89.92805755,79.31034483,88.32116788,61.81818182,73.41772152,56.32183908,BP
B,B,80.8,87.78,2,X,B,78.09,13,22.64150943,65.60509554,60,49.69325153,50.81967213,67.66467066,66.48044693,54.9132948,48.21428571,68.34532374,66.89655172,59.12408759,83.63636364,83.5443038,81.6091954,MP
A,M,66.4,67.4,2,X,L,68.2,12,33.96226415,61.78343949,56.36363636,61.96319018,44.26229508,62.8742515,62.01117318,65.31791908,32.14285714,53.95683453,40.68965517,69.34306569,72.72727273,68.35443038,72.4137931,LP
A,N,81.8,78.4,2,X,G,60.6,12,32.0754717,61.78343949,51.51515152,58.28220859,39.3442623,66.46706587,48.60335196,58.38150289,41.07142857,65.4676259,55.86206897,59.12408759,76.36363636,73.41772152,77.01149425,BP
B,B,86.8,82.3,2,X,B,80.1,13,77.35849057,75.79617834,84.24242424,88.95705521,65.57377049,79.64071856,74.30167598,61.84971098,17.85714286,45.32374101,50.34482759,37.22627737,81.81818182,81.01265823,79.31034483,BP
A,N,88.4,89.8,2,X,G,64.7,12,75.47169811,92.3566879,86.66666667,79.14110429,65.57377049,78.44311377,68.7150838,82.65895954,92.85714286,98.56115108,84.82758621,82.48175182,87.27272727,91.13924051,83.90804598,BP
B,C,86.16,95.8,2,Y,I,82.6,12,43.39622642,56.68789809,69.6969697,63.19018405,57.37704918,68.86227545,68.7150838,64.16184971,62.5,79.85611511,60,82.48175182,81.81818182,81.01265823,81.6091954,BP
A,M,69,71,3,X,G,60,14,71.69811321,92.3566879,60,77.91411043,55.73770492,72.45508982,69.83240223,76.87861272,57.14285714,79.85611511,71.03448276,64.96350365,78.18181818,78.48101266,77.01149425,BP
A,N,87.2,85.33,2,X,B,61.98,13,52.83018868,70.70063694,62.42424242,70.55214724,47.37704918,68.86227545,65.36312849,54.9132948,42.85714286,64.02877698,55.86206897,66.42335766,50.90909091,73.41772152,44.82758621,BP
B,M,74,72.2,2,X,L,83.9,12,24.52830189,59.23566879,61.21212121,52.14723926,29.50819672,54.49101796,49.72067039,53.75722543,21.42857143,46.76258993,44.82758621,47.44525547,47.27272727,53.16455696,47.12643678,BP
A,M,76,73,2,X,L,87,13,18.86792453,54.14012739,62.42424242,43.55828221,52.45901639,55.68862275,66.48044693,63.00578035,21.42857143,49.64028777,47.5862069,40.1459854,47.27272727,75.94936709,31.03448276,MP
A,N,91.06,88.67,2,X,J,68.3,13,71.69811321,69.42675159,76.96969697,87.73006135,81.96721311,90.41916168,82.12290503,58.38150289,69.64285714,82.73381295,68.27586207,83.94160584,87.27272727,88.60759494,83.90804598,BP
B,N,89.6,80.17,2,X,J,62.4,14,69.81132075,64.33121019,78.18181818,84.04907975,54.09836066,76.04790419,56.42458101,63.00578035,58.92857143,68.34532374,65.51724138,83.94160584,80,78.48101266,81.6091954,BP
A,N,87.6,79.5,2,X,B,60.71,14,90.56603774,92.3566879,92.72727273,90.18404908,93.44262295,100,100,80.34682081,44.64285714,62.58992806,48.96551724,78.10218978,81.81818182,86.07594937,81.6091954,BP
A,M,80,79,2,X,L,78.4,14,50.94339623,73.24840764,78.18181818,58.28220859,NaN,50.89820359,56.42458101,36.41618497,42.85714286,75.53956835,73.79310345,72.26277372,47.27272727,70.88607595,49.42528736,MP
B,N,85.2,82,2,X,G,60.64,13,45.28301887,73.24840764,52.72727273,68.09815951,36.06557377,53.29341317,62.01117318,54.9132948,41.07142857,64.02877698,62.75862069,57.66423358,78.18181818,83.5443038,74.71264368,BP
A,A,84,87.67,2,X,B,70.1,12,16.98113208,64.33121019,46.66666667,50.9202454,24.42622951,53.29341317,48.60335196,54.9132948,32.14285714,52.51798561,48.96551724,60.58394161,47.27272727,86.07594937,24.13793103,BP
A,A,79.2,74.2,2,X,L,71.8,13,60.37735849,83.43949045,69.6969697,76.68711656,36.06557377,55.68862275,54.18994413,60.69364162,46.42857143,59.71223022,72.4137931,62.04379562,49.09090909,53.16455696,47.12643678,MP
B,B,69.8,61.33,3,X,B,64.46,14,41.50943396,57.96178344,60,68.09815951,47.54098361,61.67664671,66.48044693,54.9132948,17.85714286,38.1294964,44.82758621,75.18248175,50.90909091,50.63291139,63.2183908,LP
A,A,74.73,88.33,2,X,G,66.6,13,28.30188679,63.05732484,62.42424242,48.46625767,24.42622951,50.89820359,49.72067039,46.82080925,41.07142857,52.51798561,65.51724138,66.42335766,49.09090909,58.2278481,44.82758621,BP
B,A,89.45,96.25,2,X,B,77.1,12,52.83018868,70.70063694,63.63636364,68.09815951,63.93442623,55.68862275,75.41899441,67.6300578,48.21428571,59.71223022,64.13793103,78.10218978,76.36363636,68.35443038,81.6091954,BP
A,T,79.16,81.4,2,X,B,67.38,12,45.28301887,66.87898089,62.42424242,65.64417178,59.01639344,72.45508982,68.7150838,68.78612717,51.78571429,61.15107914,76.55172414,64.96350365,67.27272727,63.29113924,70.11494253,BP
B,D,93,76.33,2,X,B,69.4,13,31.88679245,64.33121019,78.18181818,48.46625767,27.86885246,52.09580838,46.36871508,56.06936416,46.42857143,64.02877698,58.62068966,70.80291971,40,70.88607595,24.13793103,BP
A,T,73.83,74.8,2,X,B,67.18,13,28.30188679,69.42675159,47.87878788,61.96319018,49.01639344,68.86227545,73.18435754,76.87861272,35.71428571,61.15107914,62.75862069,47.44525547,78.18181818,65.82278481,83.90804598,BP
B,C,85,93.9,2,X,G,73.3,13,41.50943396,59.23566879,63.63636364,64.41717791,36.06557377,49.7005988,57.54189944,67.6300578,55.35714286,72.6618705,72.4137931,64.96350365,67.27272727,68.35443038,67.81609195,MP
A,D,88.4,83.84,2,X,B,69.1,13,45.28301887,73.24840764,56.36363636,64.41717791,59.01639344,68.86227545,72.06703911,54.9132948,41.07142857,52.51798561,61.37931034,69.34306569,49.09090909,60.75949367,42.52873563,NaN
A,D,95,90.33,2,X,B,79.8,12,58.49056604,69.42675159,68.48484848,82.82208589,62.29508197,73.65269461,67.59776536,75.72254335,58.92857143,76.97841727,71.03448276,67.88321168,80,73.41772152,83.90804598,BP
B,A,90.54,95.25,2,X,B,77.31,12,54.71698113,70.70063694,56.36363636,70.55214724,40.98360656,55.68862275,72.06703911,53.75722543,33.92857143,56.83453237,37.93103448,73.72262774,58.18181818,78.48101266,54.02298851,BP
A,C,89.17,92.8,2,X,J,72.9,13,28.30188679,60.50955414,63.63636364,55.82822086,29.50819672,53.29341317,51.95530726,52.60115607,50,61.15107914,69.65517241,67.88321168,60,60.75949367,60.91954023,LP
A,J,78.6,84.2,2,X,G,76.5,13,66.03773585,82.1656051,60,76.68711656,67.21311475,71.25748503,82.12290503,79.19075145,64.28571429,75.53956835,72.4137931,79.5620438,78.18181818,81.01265823,77.01149425,BP
A,M,76.8,81.2,2,X,G,72.58,13,43.39622642,65.60509554,76.96969697,60.73619632,47.54098361,82.03592814,46.36871508,54.9132948,76.78571429,87.05035971,76.55172414,79.5620438,76.36363636,81.01265823,72.4137931,BP
B,A,83.6,72.8,2,X,J,78.13,13,54.71698113,78.34394904,83.03030303,61.96319018,36.06557377,50.89820359,58.65921788,57.22543353,48.21428571,65.4676259,66.89655172,64.96350365,58.18181818,73.41772152,49.42528736,MP
B,D,75.5,85,2,X,B,80.3,12,41.50943396,68.15286624,63.63636364,55.82822086,68.68852459,88.0239521,56.42458101,80.34682081,50,88.48920863,53.10344828,62.04379562,90.90909091,91.13924051,88.50574713,BP
A,J,85,86,2,X,B,66,14,62.26415094,70.70063694,72.12121212,76.68711656,39.3442623,50.89820359,57.54189944,79.19075145,62.5,76.97841727,68.27586207,75.18248175,83.63636364,78.48101266,86.20689655,BP
B,A,94,94.5,2,X,B,80.2,14,28.30188679,55.41401274,50.3030303,66.87116564,16.39344262,62.8742515,39.66480447,53.75722543,50,68.34532374,64.13793103,66.42335766,60,45.56962025,67.81609195,BP
A,D,86.4,82.8,2,X,B,71.5,13,49.05660377,63.05732484,55.15151515,69.32515337,50.81967213,67.66467066,63.12849162,51.44508671,42.85714286,53.95683453,55.86206897,76.64233577,47.27272727,83.5443038,35.63218391,BP
B,T,75.2,71.2,2,X,J,70.75,13,22.64150943,59.23566879,51.51515152,52.14723926,37.70491803,46.10778443,56.42458101,67.6300578,57.14285714,69.78417266,76.55172414,66.42335766,36.36363636,53.16455696,31.03448276,BP
A,T,67,75.6,2,X,G,64.57,13,66.03773585,66.87898089,76.96969697,79.14110429,44.26229508,48.50299401,70.94972067,69.94219653,67.85714286,81.29496403,68.27586207,82.48175182,78.18181818,68.35443038,81.6091954,LP
A,D,85,84,2,X,B,64.1,13,58.49056604,73.24840764,64.84848485,74.23312883,54.09836066,76.04790419,47.48603352,76.87861272,51.78571429,65.4676259,68.27586207,69.34306569,48.90909091,88.60759494,40.22988506,BP
A,C,83.1,83.7,2,X,B,70.7,13,33.96226415,66.87898089,62.42424242,57.05521472,14.75409836,54.49101796,40.78212291,51.44508671,32.14285714,53.95683453,48.96551724,75.18248175,47.27272727,58.2278481,42.52873563,MP
A,J,86.2,87.8,2,X,G,71.07,13,79.24528302,83.43949045,87.87878788,80.36809816,60.6557377,64.07185629,73.18435754,67.6300578,55.35714286,59.71223022,83.44827586,54.74452555,83.63636364,86.07594937,79.31034483,BP
A,AB,75.5,70,2,X,B,64.46,13,39.62264151,55.41401274,53.93939394,69.32515337,40.98360656,52.09580838,58.65921788,61.84971098,50,65.4676259,55.86206897,78.10218978,61.81818182,81.01265823,51.72413793,BP
B,D,90,88.2,2,X,B,72.9,12,49.05660377,83.43949045,58.78787879,68.09815951,44.26229508,61.67664671,55.30726257,66.47398844,44.64285714,76.97841727,61.37931034,59.12408759,67.27272727,75.94936709,63.2183908,BP
B,A,80.91,86.83,2,X,J,74.79,13,54.71698113,63.05732484,47.87878788,77.91411043,31.14754098,46.10778443,53.0726257,54.9132948,32.14285714,69.78417266,36.55172414,53.28467153,52.72727273,73.41772152,44.82758621,MP
A,A,90.5,96.5,2,X,G,71.01,13,35.8490566,73.24840764,46.66666667,63.19018405,21.31147541,52.09580838,43.01675978,59.53757225,42.85714286,65.4676259,44.82758621,75.18248175,67.27272727,78.48101266,63.2183908,BP
B,A,87.6,86.8,2,X,B,78.8,12,64.1509434,63.05732484,85.45454545,73.00613497,62.29508197,65.26946108,72.06703911,75.72254335,48.21428571,71.22302158,55.86206897,70.80291971,50.90909091,73.41772152,40.22988506,BP
B,D,88.2,79,2,X,G,75.8,13,56.60377358,63.05732484,64.84848485,74.23312883,49.01639344,70.05988024,58.65921788,57.22543353,65.89285714,82.73381295,79.31034483,66.42335766,69.09090909,83.5443038,77.01149425,BP
A,D,80.4,77.67,2,X,D,63.1,12,67.9245283,65.60509554,67.27272727,86.50306748,42.62295082,60.47904192,62.01117318,52.60115607,53.57142857,78.41726619,54.48275862,73.72262774,76.36363636,83.5443038,74.71264368,MP
B,A,85,93.91,2,X,G,80.34,12,50.94339623,92.3566879,60,64.41717791,39.3442623,53.29341317,63.12849162,57.22543353,57.14285714,65.4676259,84.82758621,69.34306569,69.09090909,65.82278481,72.4137931,BP
A,A,81.18,89.75,2,X,B,73.4,13,47.16981132,59.23566879,66.06060606,70.55214724,45.73770492,60.47904192,63.12849162,63.00578035,37.5,58.27338129,55.86206897,59.12408759,76.36363636,75.94936709,77.01149425,BP
A,A,82.4,89.33,2,X,G,78.39,13,77.35849057,92.3566879,76.96969697,61.96319018,45.90163934,61.67664671,64.24581006,72.25433526,44.64285714,56.83453237,58.62068966,82.48175182,61.81818182,88.60759494,49.42528736,BP
A,A,81,89.6,2,X,G,70.6,12,43.39622642,60.50955414,67.27272727,59.50920245,45.90163934,56.88622754,65.36312849,63.00578035,44.64285714,56.83453237,65.51724138,70.80291971,87.27272727,91.13924051,81.6091954,BP
A,D,86.2,71.4,2,X,L,78,12,50.94339623,69.42675159,56.36363636,70.55214724,22.95081967,58.08383234,47.48603352,57.22543353,32.14285714,61.15107914,42.06896552,57.66423358,58.18181818,53.16455696,63.2183908,BP
A,D,88.83,78.83,2,X,B,66.8,13,43.39622642,68.15286624,60,61.96319018,44.26229508,61.67664671,60.89385475,65.31791908,50,62.58992806,76.55172414,59.12408759,54.54545455,63.29113924,51.72413793,MP
A,M,75.6,76.4,2,X,J,60.99,12,43.39622642,71.97452229,56.36363636,59.50920245,26.2295082,60.47904192,47.48603352,53.75722543,41.07142857,64.02877698,66.89655172,48.90510949,83.63636364,83.5443038,90.8045977,BP
B,A,85.09,86.81,2,X,J,72.22,12,49.05660377,71.97452229,63.63636364,66.87116564,34.42622951,59.28143713,53.0726257,51.44508671,39.28571429,56.83453237,53.10344828,64.96350365,34.54545455,45.56962025,28.73563218,LP
A,T,78,75,2,X,B,71.9,13,33.96226415,65.60509554,67.27272727,53.37423313,36.06557377,59.28143713,56.42458101,50.28901734,25,49.64028777,42.06896552,45.98540146,50.90909091,53.16455696,49.42528736,NaN
